County,Location Lat-Long,Cleanup Type,Cleanup Date,Cleanup Site,Adults,Children,People,Pounds,Miles,Bags,Cigarette Butts,Food Wrappers,Take Out/Away Containers (Plastic),Take Out/Away Containers (Foam),Bottle Caps (Plastic),Bottle Caps (Metal),Lids (Plastic),"Straws, Stirrers","Forks, Knives, Spoons",Beverage Bottles (Plastic),Beverage Bottles (Glass),Beverage Cans,Grocery Bags (Plastic),Other Plastic Bags,Paper Bags,"Cups, Plates (Paper)","Cups, Plates (Plastic)","Cups, Plates (Foam)","Fishing Buoys, Pots & Traps",Fishing Net & Pieces,Fishing Line,Rope,6-Pack Holders,Other Plastic/Foam Packaging,Other Plastic Bottles,Strapping Bands,Tobacco Packaging/Wrap,Appliances,Balloons,Cigar Tips,Cigarette Lighters,Construction Materials,Fireworks,Tires,Toys,Condoms,Diapers,Syringes,Tampons/Tampon Applicators,Foam Pieces,Glass Pieces,Plastic Pieces,"Clothing, Shoes",Shotgun Shells/Wadding,Light Bulbs/Tubes,Batteries,Cars/Car Parts,55-Gallon Drums
New Castle,"(39.504724, -75.580976)",Beach,09/17/2011,Augustine Beach Boat Ramp,,,32,650,1.25,50,10,243,,,290,,,95,38,232,150,88,87,,31,,,,2,3,18,3,11,57,9,8,7,,6,17,17,15,,7,24,,2,,5,,,,20,10,,,3,
New Castle,"(39.4783301, -75.60167)",Beach,09/17/2011,Augustine Beach WLA/ Augustine Beach- Impoundment,,,313,2846,6.6,0,,128,,,,1,,15,102,,143,30,14,,1,,,,17,,,,3,27,33,16,110,,,549,12,16,,2,81,701,,,2,,,,87,107,1,,,
Kent,"(39.102739, -75.402356)",Beach,09/17/2011,Kitts Hummock,,,100,1000,1.5,0,7,119,,,276,2,,39,89,164,51,178,202,,15,,,,26,9,17,26,5,30,10,16,5,,22,5,19,16,,4,21,1,,,5,,,,16,96,2,1,,
Kent,"(39.137057, -75.409641)",Beach,09/17/2011,Pickering Beach,,,65,650,1,0,1,98,,,106,6,,38,41,56,29,46,77,,8,,,,13,2,4,19,3,8,4,3,5,1,22,5,2,15,,2,14,2,,,1,,,,5,35,,,2,1
Kent,"(39.35, -75.50111)",Beach,09/17/2011,Woodland Beach WLA/ Woodland Beach-McKay,,,6,60,1,4,25,2,,,10,1,,6,6,15,23,13,6,,,,,,0,,3,,1,1,0,2,1,,,1,1,0,,,,2,1,,,,,,5,1,,,,
Kent,"(39.006766, -75.370143)",Beach,09/17/2011,Bennetts Pier,,,39,225,1.5,15,9,56,,,39,1,,11,16,62,76,44,64,,11,,,,11,2,16,27,,1,5,,5,,7,1,2,0,,2,1,2,,,2,,,,6,13,,,,
Kent,"(39.172165, -75.422591)",Beach,09/17/2011,Port Mahon Road - Little Creek,,,32,140,3.75,13,12,31,,,14,,,,11,135,65,144,12,,2,,,,4,,,4,,2,8,,6,1,6,,,9,,,1,,,,,,,,10,21,,1,,
Kent,"(39.331561, -75.471161)",Beach,09/17/2011,Woodland Beach Boat Ramp,,,33,330,1,0,208,212,,,399,28,,126,160,322,188,57,92,,16,,,,13,1,2,5,8,17,29,2,36,1,9,47,44,29,,2,45,2,1,8,6,,,,39,7,19,,3,3
Sussex,"(38.781946, -75.12997)",Beach,09/17/2011,Lewes Beach,,,82,320,3,16,759,186,,,487,8,,120,186,192,31,29,154,,38,,,,20,3,36,24,4,24,2,25,3,,28,85,4,66,,4,150,1,1,1,9,,,,26,43,1,,1,
Sussex,"(38.53866, -75.054047)",Beach,09/17/2011,South Bethany Beach,,,16,61,1,8,130,34,,,105,1,,24,152,29,,21,84,,13,,,,6,,5,3,,76,2,7,5,,12,13,3,17,,,21,1,1,,3,,,,4,5,,,,
Sussex,"(38.701632, -75.162672)",Beach,09/17/2011,Boat Hole/Love Creek,,,19,190,1,0,53,53,,,117,6,,12,33,373,212,262,269,,50,,,,69,19,26,26,13,83,139,21,28,,,25,12,85,,15,4,1,1,,1,,,,51,9,11,2,17,2
Sussex,"(38.913711, -75.305546)",Beach,09/17/2011,Slaughter Beach,,,177,902,1.62,75,262,388,,,1380,69,,352,299,418,95,419,213,,44,,,,71,28,76,89,32,78,82,22,91,2,157,213,138,72,,3,144,7,9,29,103,,,,57,518,25,2,10,
Sussex,"(38.827978, -75.212532)",Beach,09/17/2011,Broadkill Beach,,,63,630,4,0,79,141,,,315,10,,80,99,132,32,192,165,,6,,,,14,,16,31,1,8,8,5,18,,28,94,6,42,,,38,,,2,13,,,,16,72,2,,,
Sussex,"(38.544004, -75.054806)",Beach,09/17/2011,Bethany Beach,,,98,197,5,35,1237,714,,,420,21,,346,352,148,26,53,130,,170,,,,11,,5,22,7,11,1,33,17,,27,58,9,232,,2,89,5,4,,9,,,,41,16,2,3,4,
Sussex,"(38.794119, -75.168285)",Beach,09/17/2011,Beach Plum Island,,,7,135,1,9,41,41,,,72,18,,8,19,34,23,30,58,,3,,,,12,9,20,10,2,9,1,,5,,11,11,9,7,,,16,,5,,12,,,,9,25,,2,,
Sussex,"(38.460359, -75.049301)",Beach,09/17/2011,Fenwick Island,,,35,150,1,15,469,148,,,537,36,,111,44,89,10,49,76,,10,,,,2,3,1,10,3,2,2,2,3,,13,108,3,6,,2,78,,,,1,,,,11,12,1,,,
Sussex,"(38.697879, -75.072531)",Beach,09/17/2011,Dewey Beach,,,40,63,2,14,339,264,,,174,1,,43,122,84,31,64,76,,7,,,,15,3,6,6,2,16,8,10,17,,25,24,5,36,,1,80,2,3,,8,,,,21,10,,1,6,1
Kent,"(38.644763109162, -75.0706100463867)",Beach,09/17/2011,Delaware Seashore North,,,20,200,2,0,14,35,,,38,1,,14,38,49,21,29,57,,4,,,,23,1,8,8,1,14,1,4,1,,60,4,1,26,,,18,,,,3,,,,6,9,,,2,
Sussex,"(38.488626, -75.056725)",Beach,09/17/2011,Fenwick Island State Park,,,44,175,4,68,352,196,,,368,3,,105,70,42,13,30,94,,19,,,,16,1,3,6,,5,0,3,1,,18,40,3,27,,,85,,,,4,,,,20,20,5,1,3,
New Castle,"(39.7829201, -75.50058)",Beach,09/17/2011,Fox Point Park,,,127,3000,1.5,75,148,254,,,1039,15,,445,164,2834,171,88,52,,10,,,,41,1,5,15,21,6,76,9,12,,2,13,96,47,,49,359,8,,36,24,,,,79,16,2,,10,5
Sussex,"(38.589981, -75.127955)",Beach,09/17/2011,Holts Landing State Park,,,16,40,5,8,368,82,,,90,15,,7,12,16,10,36,24,,,,,,5,,7,6,,3,2,2,5,1,7,7,3,3,,,24,,,,1,,,,11,10,,,,
Sussex,"(38.782381, -75.102911)",Beach,09/17/2011,Cape Henlopen State Park - Gordons Pond,,,113,820,1.5,22,770,298,,,774,28,,181,159,113,32,33,209,,43,,,,35,7,38,103,1,14,3,21,4,,58,146,20,87,,4,244,2,2,1,13,,,,74,49,,1,3,2
Kent,"(39.227381, -75.663797)",Beach,09/17/2011,,,,21,495,2,33,15,55,,,11,1,,3,40,118,73,100,41,,13,,,,0,,,1,4,0,0,,2,1,,,,9,,4,2,,,,1,,,,2,3,1,,1,
Kent,"(39.057709, -75.396355)",Beach,09/17/2011,Bowers Beach South/ South Bowers Beach,,,67,465,1,31,28,58,,,44,1,,23,54,105,85,256,73,,19,,,,7,5,7,16,5,2,5,4,9,,9,2,7,27,,4,10,,,,4,,,,31,22,2,,4,
Kent,,Beach,09/17/2011,DuPont Nature Center/ Mispillion Harbor,,,24,650,2.4,9,1,1,,,8,3,,,5,10,27,7,27,,4,,,,2,,1,4,,0,0,,,1,,,1,5,,13,6,,,,,,,,7,4,,,3,
Sussex,"(38.7168581635821, -75.0757598876953)",Beach,09/17/2011,Rehoboth Beach,,,185,1875,1,125,2237,345,,,175,4,,1137,96,40,2,39,55,,62,,,,8,2,3,9,1,23,1,4,7,,32,68,1,20,,1,40,,17,,6,,,,28,5,,4,,
Kent,"(38.9999091325321, -75.3274154663085)",Beach,09/17/2011,Delaware Seashore State Park South,,,17,40,2,12,254,103,,,189,,,34,25,50,6,17,32,,1,,,,15,,14,6,,25,1,20,5,,4,45,8,8,,1,18,,,,1,,,,24,22,,,,
Kent,"(39.058492, -75.397273)",Beach,09/17/2011,Bowers Beach North/ Bowers Beach,,,49,300,1,0,199,59,,,71,,,3,14,34,24,43,45,,1,,,,28,1,9,9,,8,0,6,6,,4,8,,39,,,3,,,,,,,,8,6,,,,
New Castle,"(39.388382, -75.527022)",Beach,09/17/2011,Cedar Swamp at Collins Beach,,,29,290,1,0,,30,,,45,,,,10,40,20,40,10,,,,,,0,,,1,,4,3,,2,,1,,2,2,,,1,1,,,3,,,,1,3,,,,
Sussex,"(38.376115424036, -75.0668334960937)",Beach,09/17/2011,Delaware Seashore State Park - Keybox Road,,,25,125,1,15,45,75,,,132,,,31,30,55,9,19,41,,2,,,,6,,2,9,,2,1,,8,,9,30,2,6,,1,12,,,,4,,,,1,17,2,1,1,1
New Castle,"(39.6620572, -75.5663132)",Beach,09/17/2011,Ommelanden Range,,,37,1500,1,60,500,100,,,500,,,100,100,1000,500,100,100,,1,,,,12,,,1,30,1,61,,100,,3,144,60,9,,7,100,10,,3,712,,,,50,100,5,,1,1
Sussex,"(38.7745565, -75.1393498)",Beach,09/17/2011,Cape Henlopen State Park- Herring Point,,,19,100,1,5,97,135,,,264,22,,69,53,81,3,19,24,,1,,,,6,1,5,14,,26,7,8,14,,13,28,13,22,,,23,1,,,6,,,,15,30,2,,,
Kent,"(39.0389933, -75.6273554)",Beach,09/17/2011,Norman G. Wilder Wildlife Area,,,13,210,1,14,4,11,,,9,,,4,9,35,23,45,16,,5,,,,0,,,,,0,0,,14,4,,,,0,,,,3,1,,,,,,9,,,,,
Sussex,"(38.7258873, -75.0779057)",Beach,09/17/2011,Deauville,,,15,66,1,9,729,95,,,141,11,,58,62,51,39,40,46,,20,,,,3,,2,3,,0,0,,5,,6,8,5,0,,,22,2,1,,2,,,,8,5,,,2,
Sussex,"(38.7666667, -75.0958333)",Beach,09/17/2011,Cape Henlopen State Park - Main Beach,,,70,700,1,29,328,440,,,633,39,,135,86,83,16,24,132,,18,,,,18,3,10,25,7,15,3,8,13,,19,89,14,19,,1,74,,,1,24,,,,16,42,1,1,6,
Sussex,,Beach,09/18/2011,Prime Hook Beach,,,20,300,2,20,,,,,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,
New Castle,"(39.664715, -75.557785)",Beach,09/15/2012,Battery Park,,,22,44,3,4,5,2,,,60,,,10,5,30,10,4,10,,17,,,,0,,,,,0,1,,5,,3,4,4,0,,1,,,2,,2,,,,4,,,,,
New Castle,"(39.504724, -75.580976)",Beach,09/15/2012,Augustine Beach Boat Ramp,,,30,195,2,54,65,300,,,75,5,,23,25,52,80,130,42,,18,,,,7,1,16,3,9,13,4,,14,,2,15,10,2,,3,,50,9,1,5,,,,15,6,,1,1,
Kent,"(39.102739, -75.402356)",Beach,09/15/2012,Kitts Hummock,,,75,200,1.5,17,12,34,,,139,9,,14,21,90,11,85,31,,10,,,,12,5,9,9,4,12,8,9,3,,32,11,3,20,,1,15,,,,10,,,,6,100,1,,,
Kent,"(39.35, -75.50111)",Beach,09/15/2012,Woodland Beach WLA/ Woodland Beach-McKay,,,5,65,2,4,100,18,,,43,2,,5,3,12,4,4,3,,2,,,,0,,,4,,0,0,3,7,,,4,1,0,,2,,,,,,,,,1,,,,,
Kent,"(39.006766, -75.370143)",Beach,09/15/2012,Bennetts Pier,,,105,204,2,37,55,22,,,32,2,,22,20,73,27,49,50,,25,,,,3,,4,4,7,25,3,1,11,,9,,4,5,,6,1,1,1,,1,,,,10,13,,,,
Kent,"(39.172165, -75.422591)",Beach,09/15/2012,Port Mahon Road - Little Creek,,,29,130,2.7,25,89,80,,,39,7,,19,51,191,30,138,88,,32,,,,2,,4,8,5,4,8,,25,1,5,2,2,7,,1,1,4,,,1,,,,26,32,,3,6,
Kent,"(39.331561, -75.471161)",Beach,09/15/2012,Woodland Beach Boat Ramp,,,2,45,2,7,20,158,,,71,6,,22,13,26,3,25,20,,,,,,0,,1,3,1,2,2,,758,,2,1,1,3,,,1,,,,1,,,,2,4,1,1,,
Sussex,"(38.781946, -75.12997)",Beach,09/15/2012,Lewes Beach,,,75,85,2,14,1553,508,,,245,10,,72,92,45,7,7,55,,54,,,,7,,4,27,1,15,0,9,7,,15,121,2,19,,,56,1,,,4,,,,18,22,2,1,,
Sussex,"(38.53866, -75.054047)",Beach,09/15/2012,South Bethany Beach,,,10,25,1,0,242,58,,,34,1,,16,8,4,2,2,7,,5,,,,1,,2,1,,1,0,1,,,3,5,,11,,,6,,,,,,,,17,,,,,
Sussex,"(38.913711, -75.305546)",Beach,09/15/2012,Slaughter Beach,,,135,350,3,37,38,101,,,429,4,,123,85,100,31,95,106,,27,,,,19,1,43,26,9,22,19,4,6,,81,48,19,24,,4,18,2,2,,26,,,,16,159,2,1,,
Sussex,"(38.827978, -75.212532)",Beach,09/15/2012,Broadkill Beach,,,71,500,3,30,348,98,,,152,14,,50,51,63,34,74,82,,14,,,,5,12,19,12,,0,1,1,8,,14,19,15,29,,4,20,,,,2,,,,7,40,1,,1,
Sussex,"(38.544004, -75.054806)",Beach,09/15/2012,Bethany Beach,,,60,100,3,24,461,209,,,107,14,,172,128,29,20,61,129,,26,,,,1,,12,5,,2,0,7,7,,11,7,2,28,,,42,,1,,,,,,7,3,,,,
Sussex,"(38.794119, -75.168285)",Beach,09/15/2012,Beach Plum Island,,,20,200,2,11,112,49,,,66,16,,30,32,56,49,62,84,,4,,,,8,4,14,4,1,8,4,10,14,,19,5,3,12,,,2,,2,,1,,,,7,23,2,2,,
Sussex,"(38.460359, -75.049301)",Beach,09/15/2012,Fenwick Island,,,23,30,3,12,230,95,,,112,2,,37,20,11,10,13,40,,18,,,,2,,1,13,,3,0,5,14,,9,17,1,0,,1,26,1,,,,,,,5,28,,,,
Sussex,"(38.697879, -75.072531)",Beach,09/15/2012,Dewey Beach,,,44,109,2,18,890,235,,,230,6,,124,110,66,31,54,111,,14,,,,6,,2,20,4,6,3,11,21,,10,17,5,39,,1,56,8,1,,4,,,,39,12,2,,,
Kent,"(38.644763109162, -75.0706100463867)",Beach,09/15/2012,Delaware Seashore North,,,2,55,1.5,0,,,,,4,,,2,,10,,12,,,,,,,1,,,,,1,0,,,,,,,25,,,1,,1,,1,,,,1,2,,,,
Sussex,"(38.488626, -75.056725)",Beach,09/15/2012,Fenwick Island State Park,,,34,63,5,0,456,164,,,192,4,,82,17,19,6,37,38,,34,,,,5,1,5,4,1,22,0,2,1,,8,19,2,4,,,8,,,,2,,,,17,8,,,,
New Castle,"(39.7829201, -75.50058)",Beach,09/15/2012,Fox Point Park,,,126,1086,3,50,68,512,,,376,8,,292,244,752,96,56,202,,8,,,,20,,12,28,4,19,30,24,10,,2,66,42,36,,20,168,4,,6,26,,,,28,40,4,8,14,
Sussex,"(38.589981, -75.127955)",Beach,09/15/2012,Holts Landing State Park,,,25,700,3,15,250,55,,,39,3,,21,6,14,138,53,54,,6,,,,1,,1,6,3,1,0,4,3,,5,3,,27,,,8,3,,,1,,,,12,7,,,,
Sussex,"(38.782381, -75.102911)",Beach,09/15/2012,Cape Henlopen State Park - Gordons Pond,,,13,115,1,0,226,101,,,668,,,68,48,36,5,4,44,,4,,,,9,1,6,11,,5,0,5,4,,7,66,5,7,,,305,,1,,9,,,,6,31,,1,1,
Kent,"(39.227381, -75.663797)",Beach,09/15/2012,,,,17,225,2,36,11,82,,,25,7,,10,32,108,125,96,45,,8,,,,0,,,5,5,3,1,,23,,1,,,8,,3,1,,,,,,,,1,2,,,10,
Kent,"(39.000738, -75.327916)",Beach,09/15/2012,Big Stone Beach,,,16,70,2,10,56,85,,,140,16,,28,39,123,36,38,65,,9,,,,11,5,9,11,2,5,17,9,12,,36,2,6,28,,,15,,6,,7,,,,12,50,2,,2,
Sussex,,Beach,09/15/2012,Prime Hook Beach,,,14,15,1.5,0,17,10,,,36,,,3,11,14,3,19,26,,,,,,1,,3,3,,0,0,,,,13,7,,3,,,,,,,,,,,,14,,,,
Sussex,"(38.7168581635821, -75.0757598876953)",Beach,09/15/2012,Rehoboth Beach,,,73,25,0.5,24,4047,330,,,135,,,101,118,33,8,1,47,,32,,,,1,1,4,2,,7,1,5,5,,16,11,,10,,,17,1,,,3,,,,15,2,1,11,,
Kent,"(38.9999091325321, -75.3274154663085)",Beach,09/15/2012,Delaware Seashore State Park South,,,24,90,0.5,0,301,37,,,108,7,,33,41,16,9,28,58,,20,,,,6,,4,4,,4,0,11,4,,5,1,,8,,,5,,,,3,,,,17,1,,,,
Kent,"(39.0579503159953, -75.3961658477783)",Beach,09/15/2012,South Bowers Beach,,,21,30,2,15,,,,,2,,,2,8,5,5,20,2,,,,,,0,1,,3,2,1,1,,1,,2,,,0,,,,,,,,,,,3,,,,1,
Sussex,"(38.9121402524817, -75.4324722290039)",Beach,09/15/2012,Fowler Beach,,,25,130,1,17,17,8,,,35,,,8,18,38,78,31,25,,2,,,,3,3,6,2,,3,2,,,,7,2,1,7,,2,3,,,,6,,,,10,17,1,,4,
Kent,"(39.058492, -75.397273)",Beach,09/15/2012,Bowers Beach North/ Bowers Beach,,,32,75,2,9,459,89,,,55,,,14,24,9,15,25,34,,23,,,,9,,19,4,3,5,1,6,10,,3,3,2,25,,,7,1,,,1,,,,9,4,1,,,
Sussex,"(38.376115424036, -75.0668334960937)",Beach,09/15/2012,Delaware Seashore State Park - Keybox Road,,,15,68,1,8,85,76,,,112,3,,48,26,23,2,4,58,,2,,,,17,,5,17,1,5,1,5,13,,9,14,1,14,,,24,,,,9,,,,4,24,2,,6,
Sussex,,Beach,09/15/2012,Delaware Seashore State Park- 3R's,,,18,39,2,9,50,40,,,35,1,,34,9,12,9,3,25,,1,,,,3,,7,1,,1,0,7,1,,6,1,3,2,,,12,,1,1,1,,,,1,6,,,,
New Castle,"(39.6620572, -75.5663132)",Beach,09/15/2012,Ommelanden Range,,,39,250,1,0,,60,,,90,10,,19,6,355,25,5,38,,5,,,,3,,1,,4,3,6,4,12,,2,40,12,20,,3,45,,,2,6,,,,29,2,,,4,4
Sussex,"(38.7745565, -75.1393498)",Beach,09/15/2012,Cape Henlopen State Park - Fishing Pier,,,67,48,2,0,454,102,,,115,12,,59,39,31,18,9,105,,5,,,,8,3,27,35,,11,0,10,8,,18,19,3,7,,,7,,,,,,,,10,2,1,,2,
Sussex,"(38.7745565, -75.1393498)",Beach,09/15/2012,Cape Henlopen State Park- Herring Point,,,12,12,1,6,398,31,,,52,7,,18,12,14,6,5,22,,2,,,,9,2,2,14,,1,0,3,3,,3,9,4,19,,,5,,1,1,,,,,9,10,,1,,
Sussex,"(38.7829134, -75.11056)",Beach,09/15/2012,Cape Shores,,,20,215,1,6,121,42,,,37,,,16,12,13,22,26,20,,3,,,,1,,2,4,1,3,1,5,5,,5,1,,25,,,8,,,,2,,,,3,2,,,,
Kent,"(39.0389933, -75.6273554)",Beach,09/15/2012,Norman G. Wilder Wildlife Area,,,10,45,1,16,10,44,,,32,2,,4,57,105,34,142,18,,12,,,,0,,,,1,1,0,,7,,1,1,,1,,,,,1,,,,,,5,,,,1,
Sussex,"(38.7258873, -75.0779057)",Beach,09/15/2012,Deauville,,,17,97,1,8,469,36,,,56,2,,31,46,12,3,22,36,,3,,,,0,,,,1,3,0,11,10,,4,12,1,1,,,4,1,1,,,,,,2,3,,,,
Sussex,"(38.7666667, -75.0958333)",Beach,09/15/2012,Cape Henlopen State Park - Main Beach,,,69,330,1,31,2231,372,,,352,22,,258,62,81,24,36,101,,14,,,,11,5,24,27,14,25,0,2,22,,27,107,5,70,,1,48,4,1,1,20,,,,50,26,2,1,1,
New Castle,"(39.388382, -75.527022)",Beach,10/10/2012,Cedar Swamp at Collins Beach,,,22,20,1,6,115,67,,,78,1,,5,13,17,13,20,17,,,,,,1,,1,2,2,5,2,2,1,,,4,1,3,,,2,1,,,1,,,,3,,,,1,
Kent,,Beach,09/21/2013,DuPont Nature Center/ Mispillion Harbor,5,22,27,800,2.4,10,,20,,,10,,,,,2,,17,15,,1,,,,0,1,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Sussex,,Beach,09/21/2013,Prime Hook Beach,20,0,20,18,2,5,32,10,25,5,89,4,11,6,1,12,1,8,6,9,,2,6,,1,,4,4,1,8,2,9,1,,9,8,3,3,17,,,,2,,,,,,,,,,,
Kent,"(39.085748, -75.421875)",Beach,09/21/2013,Ted Harvey WLA/ Ted Harvey Wildlife Area,74,16,90,130,2,11,5,24,4,10,39,1,12,10,17,64,24,91,21,2,,6,8,6,5,1,2,6,1,2,13,3,2,,11,,4,5,,2,,,,,,17,16,27,,,,,,
New Castle,"(39.664715, -75.557785)",Beach,09/21/2013,Battery Park,83,0,83,500,0.5,55,512,920,87,174,1402,,308,949,135,423,34,18,20,121,34,5,103,21,5,11,7,6,7,152,18,42,,1,5,152,,34,10,6,,1,2,5,41,328,883,1297,,,,,,
New Castle,"(39.504724, -75.580976)",Beach,09/21/2013,Augustine Beach Boat Ramp,22,6,28,500,1,20,710,140,60,30,220,25,30,85,65,120,22,50,40,,,1,,,0,,9,1,,,,,,,,13,3,0,1,1,,1,1,1,13,30,50,120,,,,,,
Kent,"(39.102739, -75.402356)",Beach,09/21/2013,Kitts Hummock,70,30,100,500,1,25,25,28,8,5,67,3,17,11,7,82,16,133,17,51,10,8,18,3,9,39,35,78,1,26,14,10,6,,19,9,12,25,12,,,1,1,1,1,16,35,163,,,,,,
Kent,"(39.137057, -75.409641)",Beach,09/21/2013,Pickering Beach,23,17,40,200,1,10,22,15,3,,59,6,7,11,9,82,17,59,15,37,18,2,13,5,4,13,8,5,,11,6,4,2,1,18,2,,17,2,,,,,,7,12,38,68,,,,,,
Kent,"(39.35, -75.50111)",Beach,09/21/2013,Woodland Beach WLA/ Woodland Beach-McKay,24,9,33,150,1,40,176,60,29,9,18,14,45,3,9,242,365,392,39,91,30,41,32,45,0,1,,2,5,9,5,,36,,,,,0,,,,5,4,,,88,105,134,,,,,,
Kent,"(39.006766, -75.370143)",Beach,09/21/2013,Bennetts Pier,34,29,63,500,1,45,44,40,12,4,46,14,16,12,11,113,63,66,30,54,13,6,15,10,8,5,12,14,2,22,8,2,11,,24,9,7,15,3,1,,,3,,1,21,85,138,,,,,,
Kent,"(39.172165, -75.422591)",Beach,09/21/2013,Port Mahon Road - Little Creek,31,3,34,500,1,25,71,110,14,9,25,9,43,18,8,153,87,95,51,34,17,41,45,42,4,3,32,5,11,126,6,1,47,1,8,2,6,0,2,3,,11,2,,,2,2,20,,,,,,
Kent,"(39.331561, -75.471161)",Beach,09/21/2013,Woodland Beach Boat Ramp,14,10,24,100,1.5,6,561,105,16,8,50,46,7,7,1,63,46,61,35,6,31,10,11,8,3,4,9,15,111,8,2,1,2,,,111,2,6,1,1,,1,2,1,,25,58,210,,,,,,
Sussex,"(38.781946, -75.12997)",Beach,09/21/2013,Lewes Beach,38,40,78,35,4.5,5,1863,203,27,4,322,66,44,73,24,117,20,54,32,32,36,17,16,12,4,6,36,14,2,77,2,15,32,,20,33,,8,25,,,,2,,5,29,34,329,,,,,,
Sussex,"(38.53866, -75.054047)",Beach,09/21/2013,South Bethany Beach,72,8,80,320,1,11,660,,4,120,94,,2,30,,10,,14,6,56,26,16,12,14,0,,,22,,86,6,38,8,,16,10,2,20,,2,,4,4,,,12,,90,,,,,,
Sussex,"(38.913711, -75.305546)",Beach,09/21/2013,Slaughter Beach,127,46,173,190,3,29,249,225,16,13,105,20,47,55,23,190,28,135,28,61,17,3,25,4,23,20,28,29,10,36,21,25,7,,73,16,19,15,20,,,,3,1,29,23,15,289,,,,,,
Sussex,"(38.827978, -75.212532)",Beach,09/21/2013,Broadkill Beach,26,0,26,200,1,10,524,67,19,5,146,19,41,16,23,91,23,69,70,70,9,21,4,6,4,10,23,10,5,24,2,5,8,,37,22,3,39,13,1,,,1,,2,11,15,191,,,,,,
Sussex,"(38.544004, -75.054806)",Beach,09/21/2013,Bethany Beach,42,3,45,100,5,22,940,407,49,15,200,18,63,213,164,38,10,58,18,48,10,21,20,8,0,,9,2,,,2,13,8,,10,40,,36,2,13,,2,,1,,128,10,239,,,,,,
Sussex,"(38.697879, -75.072531)",Beach,09/21/2013,Dewey Beach,31,20,51,143,1.6,34,1196,280,23,9,238,58,19,107,35,46,25,39,18,37,22,20,37,21,0,11,3,11,2,39,4,2,9,3,30,21,6,49,2,1,,3,1,,10,83,15,261,,,,,,
Sussex,"(38.488626, -75.056725)",Beach,09/21/2013,Fenwick Island State Park,28,14,42,50,6,26,627,103,6,3,96,8,18,49,9,10,2,7,15,34,7,16,11,72,8,6,3,2,,37,3,2,9,,9,11,2,29,2,,,,,,17,9,1,79,,,,,,
New Castle,"(39.7829201, -75.50058)",Beach,09/21/2013,Fox Point Park,93,47,140,500,1.5,18,14,240,24,10,315,9,117,221,41,335,52,62,7,23,4,10,49,42,4,3,7,9,14,210,13,1,15,,8,36,12,37,1,6,,1,,7,22,291,204,304,,,,,,
Sussex,"(38.589981, -75.127955)",Beach,09/21/2013,Holts Landing State Park,20,0,20,100,0.5,5,416,22,2,2,19,14,6,7,4,16,27,46,8,3,2,1,1,,1,2,6,1,,18,2,2,1,,,4,2,3,1,,,1,,,1,11,82,66,,,,,,
Sussex,"(38.782381, -75.102911)",Beach,09/21/2013,Cape Henlopen State Park - Gordons Pond,18,0,18,58,1,4,621,146,3,,311,14,12,37,9,8,4,3,17,13,4,2,1,1,2,3,2,20,,64,,1,8,,17,71,4,14,8,,,,,,8,58,1,416,,,,,,
Kent,"(39.227381, -75.663797)",Beach,09/21/2013,,7,2,9,50,0,27,2,15,12,3,,,8,6,,30,102,7,2,3,4,3,5,9,0,,,,11,10,7,1,5,1,,,,0,2,1,,11,,,,13,14,47,,,,,,
Kent,"(39.057709, -75.396355)",Beach,09/21/2013,Bowers Beach South/ South Bowers Beach,23,21,44,300,0,30,101,43,4,8,16,19,18,15,6,100,125,163,42,38,5,8,56,14,12,8,51,6,5,16,3,3,27,1,7,1,4,98,8,1,,,1,,3,6,47,46,,,,,,
Sussex,"(38.7168581635821, -75.0757598876953)",Beach,09/21/2013,Rehoboth Beach,47,4,51,110,2,12,5070,354,18,7,98,11,56,57,33,47,4,7,21,33,21,37,10,6,1,1,5,,,58,10,6,11,,8,48,8,6,1,1,,2,,,1,110,3,242,,,,,,
Sussex,"(38.9121402524817, -75.4324722290039)",Beach,09/21/2013,Fowler Beach,21,29,50,200,0,30,34,7,5,1,8,,2,6,,30,27,53,2,3,,1,8,3,2,5,1,12,,7,12,2,,,9,,,8,11,12,,,,,2,2,52,20,,,,,,
Kent,"(39.058492, -75.397273)",Beach,09/21/2013,Bowers Beach North/ Bowers Beach,37,6,43,135,0,10,1727,105,1,,37,28,9,24,,32,9,93,27,47,17,18,7,8,1,3,12,4,,39,2,8,11,,11,74,1,7,5,4,,3,,,,48,70,182,,,,,,
New Castle,"(39.388382, -75.527022)",Beach,09/21/2013,Cedar Swamp at Collins Beach,22,15,37,90,0,4,500,65,20,,,,,,,60,30,80,80,,,,,,0,,,,,35,15,,15,,,1,,3,,,,,,,,,,,,,,,,
Sussex,"(38.376115424036, -75.0668334960937)",Beach,09/21/2013,Delaware Seashore State Park - Keybox Road,7,4,11,55,1,6,51,54,1,,65,38,4,9,6,4,3,9,10,14,2,1,4,1,1,12,2,10,,9,,9,,,29,1,,3,,,,,,,,1,2,11,,,,,,
Sussex,,Beach,09/21/2013,Delaware Seashore State Park- 3R's,18,4,22,20,2,2,13,22,3,3,19,8,19,18,8,7,1,2,21,38,6,1,3,1,5,2,,,1,7,,1,9,,6,6,3,2,5,,,1,1,,1,5,6,12,,,,,,
